,tweet,class,processed_tweet
19000,"RT @fernando_822: Rockin', rollin', swaggin' to the max
My bitch a fashion killa, she be busy poppin' tags&#127926;",1,rt rockin rollin swaggin to the max my bitch a fashion killa she be busy poppin
19001,"RT @fernvndooo: u do realize when you say ""OMG MY EX DOWNGRADED LOL XDDD"" it makes you seem like a creepy little cunt that can't seem to de&#8230;",1,rt u do realize when you say omg my ex downgraded lol xddd it make you seem like a creepy little cunt that can not seem to
19002,RT @fields_devante: @whiteangelss84 now let's get onto you .. you slingy dingy ugly salamander lookin bitch I will not waist my time tweeti&#8230;,1,rt now let us get onto you you slingy dingy ugly salamander lookin bitch i will not waist my time
19003,RT @fierce_swagg: Unfollow me bitch. I won't cry about it. &#128536;&#128536;,1,rt unfollow i bitch i will not cry about it
19004,RT @finlife54: @Vontey_isa_boss &#127797; bitch lol,1,rt 127797 bitch lol
19005,"RT @firemunky: RIP Tom Foley
RIP Greg Sikorskey
RIP Charlie Anaya
RIP Wells Crowther
RIP Andy Fredericks",2,rt rip tom foley rip greg sikorskey rip charlie anaya rip wells crowther rip andy fredericks
19006,RT @firmeprincess: &#8220;@KizzyGotDaJUICE: Huh man &#128571;&#128553;&#128588;&#128166;&#128166;&#128166;&#128166; http://t.co/cLyaPq2Ret&#8221; he's gna drown in the pussy for real,1,rt huh man he be gna drown in the pussy for real
19007,RT @fitemeirl1v1: Lol everyone's a lil bitch,1,rt lol everyone be a lil bitch
19008,RT @flavorpill: Why Tori Amos matters now more than ever http://t.co/YIsiAI6S via @nme,2,rt why tori amos matter now more than ever via
19009,RT @flemingryan5: @SavannaaSanford hoe,1,rt hoe
19010,"RT @fletchworld73: Pulled a dead bird from my garden. 

Grateful to be out of the hot sun, it winked at me with its rotting eye socket.",2,rt pull a dead bird from my garden grateful to be out of the hot sun it wink at i with its rot eye socket
19011,RT @flygurlWilliams: If yo bitch only fucking with you bcuz of your money chances are any nigga with some money can fuck her?&#128563;,1,rt if yo bitch only fucking with you bcuz of your money chance be any nigga with some money can fuck
19012,RT @foodbibIe: Oreo Cheesecake Bars http://t.co/RT27crIqZj,2,rt oreo cheesecake bars
19013,RT @foodbibIe: Oreo Cheesecake http://t.co/yW299XjzB2,2,rt oreo cheesecake
19014,"RT @frankieboyle: You can ask yourself if you trust Clegg, Cameron and Miliband, or you can vote Yes and never think about the cunts ever a&#8230;",1,rt you can ask yourself if you trust clegg cameron and miliband or you can vote yes and never think about the cunt ever
19015,RT @frankthetank215: There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball,0,rt there might be a couple cotton picker on the spur but they all play unselfish white man basketball
19016,"RT @freckle_juice: if a ""man"" tells you he doesn't eat pussy &amp;expects to have sex, just laugh. laugh as u put your clothes on, laugh as u g&#8230;",1,rt if a man tell you he do not eat pussy to have sex just laugh laugh as u put your clothe on laugh as u
19017,RT @freexvidi: fake ass bitches bruh LOL &#128553;,1,rt fake ass bitch bruh lol 128553
19018,RT @from_Hadria: When you listening to a bitch complaining about a nigga that ain&#8217;t even hers. http://t.co/Z09qLImXGE,1,rt when you listen to a bitch complain about a nigga that even hers
19019,RT @froxgawd: tf is a baby goal? bitch u gone have what you gone have. RT @missloloko: Baby goals &#128525;&#128525;&#128525;&#128525;&#128076;&#128175; http://t.co/bwldJEx8Qg,1,rt tf be a baby goal bitch u go have what you go have rt baby goal
19020,RT @fucktheseHOES__: Hate a bitch that run her mouth .,1,rt hate a bitch that run her mouth
19021,RT @fuhnance: rule #8- do pussy ass shit sometimes. like write her love notes. write long paragraphs about how you've never felt this way b&#8230;,1,rt rule do pussy ass shit sometimes like write her love note write long paragraph about how you never feel this way
19022,RT @fukkitsbrittney: @AustinBedsaul is so wise yet so young. Thank you for listening to me bitch &#10084;&#65039;,1,rt be so wise yet so young thank you for listen to i bitch
19023,RT @funkQdelic_ACE: Waka Flaka a lucky retard lol,1,rt waka flaka a lucky retard lol
19024,"RT @funnyorfact: If I was stranded on an island and could only bring one thing, I would bring Dora. That bitch has everything in that fu ...",1,rt if i be strand on an island and could only bring one thing i would bring dora that bitch have everything in that fu
19025,"RT @funnyorfact: Real friends don't get offended when you call them bitch, hoe or slut. They smile and call you something more offensive..",1,rt real friend do not get offend when you call they bitch hoe or slut they smile and call you something more offensive
19026,RT @fvckteej: I feel like eating pussy right fucking now,1,rt i feel like eat pussy right fucking now
19027,RT @fvckzaina: The only D yah bitches should be thirsty for http://t.co/jl7J8xpiIH,1,rt the only d yah bitch should be thirsty for
19028,"RT @fvtboy: Half the bitches that say tfti , wouldn't even go I bet.",1,rt half the bitch that say tfti would not even go i bet
19029,RT @fvxkcollin: pussy so good had to save that shit for later &#128514;&#128514; https://t.co/CHjFoqzY6m,1,rt pussy so good have to save that shit for later m
19030,RT @fvxxk: A female will automatically assume you have hoes if she finds you attractive. &#128543;,1,rt a female will automatically assume you have hoe if she find you attractive 128543
19031,RT @fxckabbie: Like I know I can be a bitch sometimes but some people need to know their levels,1,rt like i know i can be a bitch sometimes but some people need to know their level
19032,RT @gaaybriel: I love pussy &#128523;&#128069;&#128166;&#128166;&#128049;,1,rt i love pussy
19033,RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...,2,rt but then there be the yellow writing on the black jerse
19034,RT @gabalini: @LifeNewsHQ not surprised stupid bitch@Jane Fonda #American troops Vietnam,1,rt not surprised stupid fonda american troop vietnam
19035,RT @gabrielleheaton: I see the same hoes&#128064;,1,rt i see the same
19036,"RT @gamma_ray239: The wicked witch of the east is DONE!!!! NOW, send that vile bitch to Syria http://t.co/kEUI4XetTd",1,rt the wicked witch of the east be do now send that vile bitch to syria
19037,RT @gatorhoops: Ill-advised slant call there.,2,rt ill advise slant call there
19038,RT @geechiegal843: I act like ion ee kno dat bitch &#128129;&#128526;,1,rt i act like ion ee kno dat bitch
19039,RT @gemini_starr These hoes be acting up!,1,rt these hoe be act up
19040,RT @gferguson8: @KoredeB9 @MSoltan18 @WBDyllon_ trash,2,rt trash
19041,RT @gferguson8: @MSoltan18 @WBDyllon_ @KoredeB9 Messi is trash,2,rt messi be trash
19042,RT @ghettobird1er: Yo bitch givin me head while I watch Good Burger.,1,rt yo bitch givin i head while i watch good burger
19043,"RT @ghostattics: ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN""",0,rt what can bank do to show engagement with the queer community hire trans women
19044,RT @gillis_seth: Went to both lunches because of your bitch ass &#128530; @Trentdamanz,1,rt go to both lunch because of your bitch ass 128530
19045,"RT @ginadeb0: But I ain't mad at her prejudice dad, that's the best damn pussy I ever had!!",1,rt but i be not mad at her prejudice dad that be the good damn pussy i ever have
19046,RT @gioisblack: Goodbye you faggot http://t.co/oJKZjkgVXL,1,rt goodbye you faggot
19047,RT @girlposts: i hate when netflix stop &amp; asks if im still watchin like yes u think i got up &amp; started doin somethin with my life bitch put&#8230;,1,rt i hate when netflix stop amp ask if i m still watchin like yes u think i get up amp start doin somethin with my life bitch
19048,RT @girlposts: my hobbies include being a sarcastic bitch and that&#8217;s it,1,rt my hobby include be a sarcastic bitch and it
19049,RT @glowstruck: I think pats trying to say his pussy is too bombed....idk,1,rt i think pat try to say his pussy be too bomb idk
19050,"RT @gmaslsk: Oh BO-stop with the speech-like you give one tinkers damn about the kids,the poor,any of the crap you are spouting-you've prov&#8230;",1,rt oh bo stop with the speech like you give one tinker damn about the kid the poor any of the crap you be spout
19051,"RT @gnuts_2: RT""@Ashspeaks_: To these hoes I'm everything""",1,rt to these hoe i be everything
19052,"RT @goddesslaney: @lajouetreine if you give that statement any thought at all you will realize it makes no sense. At all. Please, think abo&#8230;",2,rt if you give that statement any thought at all you will realize it make no sense at all please think
19053,RT @godlevelshit510: Why Adonnis look like he bout to sell the most ghetto used cars of 2014 ? http://t.co/icjCf6km8V,2,rt why adonnis look like he bout to sell the most ghetto use car of 2014
19054,"RT @godsgracelove: #15ThingsILove When he wraps his arms around my waist while I'm making dinner, yellow roses, pearls, Anything COACH a ...",2,rt 15thingsilove when he wrap his arm around my waist while i be make dinner yellow rose pearl anything coach a
19055,RT @gojackets973: @WesDurham its the start of another yellow jacket season tonight!!! How about a RT for ALL the Jacket Fans!!! #GTVT1 ...,2,rt its the start of another yellow jacket season tonight how about a rt for all the jacket fans gtvt1
19056,"RT @goodmanwood: Rise+Rhyme #snowpatricksday @busboysandpoets: ON in the AM! Wear your green, dance a jig &amp; sing a lively tune w/ me!
http:&#8230;",2,rt snowpatricksday on in the am wear your green dance a jig amp sing a lively tune i
19057,"RT @gordonshuckrow: Can you call someone a racist, then call them ""white bitch"" in the same sentence without losing credibility? @Franchein&#8230;",1,rt can you call someone a racist then call they white bitch in the same sentence without lose credibility
19058,RT @gorgeous__gab: People person so you know lil gabby got hoes &#128129;,1,rt people person so you know lil gabby get hoe 128129
19059,RT @gorgeouss_kee: @joytooawesome @vintage_monroe_ &#128528; bitch.... Yall relationship ain't shit but a theory,1,rt 128528 bitch yall relationship be not shit but a theory
19060,"RT @gotmollylove: girls really be comfortable with they dudes addressing them as ""they bitch"" I'm sorry but that will never fly with me.",1,rt girl really be comfortable with they dude address they as they bitch i be sorry but that will never fly with i
19061,RT @govs310: You shouldn't bitch about anything until you're in a 21 person group chat,1,rt you should not bitch about anything until you be in a 21 person group chat
19062,"RT @granniewinkle: bow down to me bitches, i am your chief http://t.co/35oSsUUwnH",1,rt bow down to i bitch i be your chief
19063,"RT @grannywinkle: girls, don't let a guy treat you like a yellow starburst

u are a pink starburst",2,rt girl do not let a guy treat you like a yellow starburst u be a pink starburst
19064,"RT @greco_joel: Me: let's try a 2nd attempt of my first day of work
The cold: haha yeah right I fucked your car and your bitch",1,rt i let us try a 2nd attempt of my first day of work the cold haha yeah right i fuck your car and your bitch
19065,RT @green_eyed_doll: The birds outside my bedroom window have way too much to talk about for first thing in the morning! Mrrrrrrr....,2,rt the bird outside my bedroom window have way too much to talk about for first thing in the morning mrrrrrrr
19066,RT @greyyygoose: @marsvalo @Cheesus85 shut up bitch lol,1,rt shut up bitch lol
19067,RT @grind2times: I don't think I even been in a real relationship...i thought they was real but they were just trash,2,rt i do not think i even be in a real relationship i think they be real but they be just trash
19068,"RT @grindingdude: #13Hours of hell. Obama flat out lied to get reelected. #killery &lt;What diff does it make now? 

Karma, it's a bitch! http&#8230;",1,rt 13hour of hell obama flat out lie to get reelect killery diff do it make now karma it be a bitch
19069,RT @guardian_sport: World Cup 2014 diary: Argentina mock Brazil with twirling towels http://t.co/iJIFh5FVO0 (Photo: Getty) http://t.co/RckP&#8230;,2,rt world cup 2014 diary argentina mock brazil with twirl towel photo getty
19070,"RT @gucci10I7: side hoes shall only eat side dishes fo ye are what ye eats
-traprinthions 10:17",1,rt side hoe shall only eat side dish fo ye be what ye eat
19071,RT @guccii1017: wtf was drake asking us to pull over so he can get my autograph bitch I&#8217;m scheelp fuck you drake http://t.co/LzL0JlhdvK,1,rt wtf be drake ask we to pull over so he can get my autograph bitch scheelp fuck you drake
19072,RT @gullymackNC: Im just ready to get engaged so I can meet the new wave of ain't shit bitches outchea. http://t.co/Upie2WpJ0b,1,rt i m just ready to get engage so i can meet the new wave of ai not shit bitch outchea
19073,"RT @guypbenson: Confused. Are lefties using the #Bridgeghazi hashtag to mock the bridge situation as frivolous, or seriously equating the t&#8230;",2,rt confused be lefty use the bridgeghazi hashtag to mock the bridge situation as frivolous or seriously equate the
